COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,Unnamed: 5
LQDDMG,it fell in the sink,1E79B0A42A1807B095AB454C242D6CE1,1.03E+11,Sprint,
LOST/UNREC,My iphone is lost in the school,1.00E+11,Sprint,06-JUN-17 09.06.16.277000000 PM,
STOLEN,"SOMEONE STOLE MY PHONE I WAS AT THE WHEN THIS, I WAS AT THE FOOD COURT EATING AND WHEN I WHEN TO REACH FOR MY PHONE IT WAS NOT ON THE TABLE.",1E779323BEF80C90855E005056873580,1.09E+11,Sprint,
MLFUNC,"I noticed on August 08, 2017, that my phone would not turn on, that is when I contacted Sprint for some advice.",1E77EC069F2F04409D8B552A0CBC75AE,1.01E+11,Sprint,
MLFUNC,"I am having issues charging my phone, only certain cables will work. Also, the phone will barely hold a charge, will only last a few hours.",113245031,Sprint,06-MAY-17 10.00.35.000000000 AM,
CRCKSCRN,My child dropped my phone on the tile floor,1.04E+11,Sprint,06-MAY-17 12.16.50.006000000 AM,
STOLEN,Stolen from purse./,1E786003EEB40EE09FFC11CF12CBB4CC,1.00E+11,Sprint,
MLFUNC,my iPhone 7 won't charge at all.,1E77BF14E38800708AF191945196A36F,1.09E+11,Sprint,
CRCKSCRN,My phone was charging overnight. Usually when it charges it gets hot. I woke up and used my phone and there was a black spot on the left side. Then a dark screen come up the lcd messes up.,1.09E+11,Sprint,17-MAY-17 02.59.38.809000000 PM,
MLFUNC,Screen start freezing ear piece low and speaker not working,1E77A492214F06D09EB865F6B4202010,1.10E+11,Sprint,
MLFUNC,The battery will not stay changed. It takes approximately 100 minutes to go from 100% to 0%. It has to be constantly charging.,1E771A8F2C2B0320AC5F5DA87607BAF6,1.05E+11,Sprint,
CRCKSCRN,the phone slipped and cracked. the phone did have a secure case and glass screen protector on it.,112881655,Sprint,13-MAR-17 09.18.38.000000000 AM,
STOLEN,Lost it in chicago while on a date with my girlfriend,1E77BA239A7D0BF09749005056876829,1.06E+11,Sprint,
MLFUNC,Phone will not turn on,1E776DED1C5308B093069355A289BC4E,1.09E+11,Sprint,
LQDDMG,My device fell in the toilet.,1E70C4F8CF2C06C0AFB7005056874965,112000000,Sprint,
CRCKSCRN,Dropped on concrete wasnt in case because itvhad been overheating . cracked,1.03E+11,Sprint,17-APR-17 12.04.24.689000000 AM,
LQDDMG,my toddler son put it in the tub,1E78CEBBE2460970B6490FDA409B0CBF,1.06E+11,Sprint,
CRCKSCRN,Phone got dropped onto a very hard surface and screen shattered. Piece of screen came off.,111276886,Sprint,19-MAY-17 03.02.16.103000000 PM,
LOST/UNREC,my brother give my phone to his son and get it lost,1.06E+11,Sprint,16-JUN-17 10.37.37.770000000 PM,
LQDDMG,Device was dropped into a water puddle,1E70C4F2BD020361AFB7005056874965,112000000,Sprint,
LQDDMG,There was liquid damage from a beverage,1.05E+11,Sprint,18-APR-17 11.33.04.602000000 AM,
LQDDMG,Phone was in back pocket and fell out while using a portapottie into the waste liquid,4EA60027FFEF6772E053A239030ABE08,113000000,Sprint,
MLFUNC,"My phone will not let me turn on the wifi option. I tried ""reset network settings""and ""reset all settings"" option but it made no difference. The phone has been extremely hot to the touch especially on the upper section by lens. I usually have no problems with the battery but my phone battery went from a full charge to empty in approximately 3 hours. All of these issues started this morning.",1E775A127E9102A09022EBD90A7CE8F5,1.07E+11,Sprint,
CRCKSCRN,Phone got ran over by work truck,1.10E+11,Sprint,07-JUN-17 10.13.52.670000000 PM,
CRCKSCRN,The phone dropped out of my bag at the airport and the screen cracked,112799530,Sprint,06-JUN-17 11.46.38.192000000 PM,
MLFUNC,"the phone won't stay on, sometime it will shut down after 2 second , 2 minutes , ten minutes or 1/2 hour. you never know when it will shut down. i replaced the battery , but still doing it. the sprint store in nashua nh. checked it and couldn't fix it.",1E77C454D88D04509EB865F6B4202010,1.03E+11,Sprint,
LOST/UNREC,Lost on the bus way to work,1.06E+11,Sprint,17-JUN-17 12.19.06.499000000 AM,
LQDDMG,Cracked screen and burned,1E79B351AE9C07708A2BEB733C81B880,1.09E+11,Sprint,
LQDDMG,Does not turn on the screen only the light of reads,1.02E+11,Sprint,13-JUN-17 02.23.07.902000000 PM,
LOST/UNREC,left my bag in the train,112351634,Sprint,17-MAY-17 04.10.45.683000000 PM,
CRCKSCRN,Phone was dropped accidentally,1.03E+11,Sprint,16-MAY-17 04.05.06.099000000 PM,
LOST/UNREC,lost,1.07E+11,Sprint,22-JUN-17 10.34.09.668000000 PM,
LQDDMG,dropped and face cracked and wouldnt work or even turn on.,1E710CE330FC0B70B621005056870405,113000000,Sprint,
STOLEN,"The phone waa stolen from locker at work, loss prevention hasn't located the thief yet.",1.09E+11,Sprint,17-MAY-17 02.08.12.088000000 PM,
LOST/UNREC,I lost my phone while I was waiting for the bus,1.03E+11,Sprint,22-JUN-17 09.07.33.606000000 PM,
CRCKSCRN,got pulled by headphone cord and smashed on the asphalt,1.10E+11,Sprint,08-JUN-17 08.08.58.417000000 PM,
LOST/UNREC,Phone was lost while on a trip.,1.05E+11,Sprint,05-MAY-17 06.26.31.442000000 PM,
LOST/UNREC,i lost it at the mall,1.06E+11,Sprint,04-MAY-17 07.12.28.052000000 PM,
MLFUNC,Suddenly the touch screen stopped working. Will not respond to touch.,1E7770066A7309309022EBD90A7CE8F5,1.08E+11,Sprint,
STOLEN,"Somebody stole my coat from this resturant, and my phone was in it.",4EA6002777946772E053A239030ABE08,113000000,Sprint,
MLFUNC,Screen went black and only the top 1/3 of the screen can be seen,1.06E+11,Sprint,05-MAY-17 12.38.05.025000000 AM,
LOST/UNREC,not sure how the phone disappeared we were in a store and I couldn't find it after that.,1.05E+11,Sprint,17-MAY-17 07.18.38.209000000 PM,
LQDDMG,Dropped into water and shattered appearance,110542093,Sprint,19-APR-17 09.36.06.566000000 PM,
LOST/UNREC,My cell is go lost,1.08E+11,Sprint,16-JUN-17 09.00.34.410000000 PM,
LQDDMG,"my device get into the pool, and the screen is broken and also it doesnt turn on",1E7A1AA80A2405808AC589294B20FAF1,1.05E+11,Sprint,
LQDDMG,MY DEVICE FELL IN WATER AND MY SPEAKER NO LONGER WORKS,1E7C0E5780F60C90B0E5BBA827ACB53B,1.10E+11,Sprint,
STOLEN,my phone was stolen,1E766C41A8350FD09EF607FD84303260,1.02E+11,Sprint,
CRCKSCRN,I was at work and leaned under the hood of a Tractor trailer truck and caught my back pocket on the corner of the bumper where my phone was. The crack appeared after that event. It wasn't big enough to do anything about it but then it stopped charging properly and now its time to get a new one. It also doesn't seem to hold a charg,1.00E+11,Sprint,19-APR-17 10.11.52.226000000 PM,
MLFUNC,"often, the screen flashes (like rainfall), sometimes goes black. Many times, a soft restart will temporarily resolve issues. Also, you have to hold it with pressure on the back of the phone to advance the screen.",1E77F6E6850609C0B8E2C5498E360678,1.09E+11,Sprint,
LOST/UNREC,i lost my device in the mall,1.09E+11,Sprint,08-JUN-17 12.33.15.437000000 PM,
STOLEN,stolen,1E7829A174F508E0B8E2C5498E360678,1.07E+11,Sprint,
LOST/UNREC,i lost my device in the job,1.04E+11,Sprint,08-JUN-17 01.24.03.073000000 AM,
LQDDMG,Fell in water at work,1E798CE7A3300B60864E1920E4BB80E3,1.08E+11,Sprint,
LQDDMG,"lcd cracked under glass, water mark indictor tripped from moisture. never submerged in liquid",1E79E35ECC940C40936B0050568763AB,1.02E+11,Sprint,
STOLEN,I bought two I phone 7 with a plan at Best buy and walked over to chapotle and came back and my phone's were not in my car anymore,1E7784CE277802208AF191945196A36F,1.05E+11,Sprint,
LOST/UNREC,I was lost road from to hospital,1.00E+11,Sprint,10-JUL-17 05.17.53.654000000 PM,
LQDDMG,spilt a cup of water over phone,1.03E+11,Sprint,21-APR-17 06.24.15.552000000 PM,
MLFUNC,"My phone was working completely fine when all of the sudden it froze, shut down, came back on, froze again, and now refuses to factory reset. It is stuck on the white apple logo screen, and I've done the power button with the down volume button and got it to the hook it up to itunes screen, but when it tries to reset the screen goes back to the white logo screen. I've tried to reset it at least 10 times.",1E774CF9A6F009B09022EBD90A7CE8F5,1.06E+11,Sprint,
MLFUNC,My sound switch is damaged and will not turn on. I cannot turn the sound on,1.04E+11,Sprint,14-APR-17 09.52.50.758000000 PM,
LQDDMG,dropped the ph in the sink,1E7A2317EA7C01B0B1B8005056872070,1.01E+11,Sprint,
STOLEN,I got stolen on the way to my house some guys,1E77EE37610F0BF09D8B552A0CBC75AE,1.08E+11,Sprint,
LOST/UNREC,im lost my phone in the park,1.05E+11,Sprint,06-JUN-17 03.54.44.893000000 PM,
STOLEN,Came up missing while cleaning persons home,1E75C33F62530310BA4BF3B8CEA4DB1A,1.09E+11,Sprint,
LOST/UNREC,I lost it in the taxi last night,1.00E+11,Sprint,07-JUN-17 10.48.02.009000000 PM,
LOST/UNREC,lost in the street,1.08E+11,Sprint,04-MAY-17 10.18.54.123000000 PM,
LOST/UNREC,Phone fell into the lake and i cant retrieve it,1.02E+11,Sprint,17-JUN-18 03.07.25.162000000 PM,
MLFUNC,"My I phone 6s just has been bugging out with everything apps, screen , for a long time time now. But I i have been trying to wait out the problems but it just got worse. Too the point where my whole screen is blank is blank and glitchy.",1.03E+11,Sprint,14-APR-17 02.47.35.613000000 AM,
LOST/UNREC,i lost my cell phone,1.08E+11,Sprint,09-JUN-17 01.12.10.566000000 AM,
MLFUNC,"For the past week or so, my iPhone 6 has been frequently needing a hard reset, which occasionally does not properly hard reset - am not familiar with this issue as it is the first time this has happened. Earlier today, it was a colored screen (brown, perhaps?), so I performed another hard reset. There is absolutely no indication that there is something physically wrong with the phone.",1E7785478A1901D09EB865F6B4202010,1.02E+11,Sprint,
STOLEN,Left at Burger King. Returned to pick up. Customer said they saw it one second and was gone the next. Phone was loss /left than stolen.,111007297,Sprint,07-JUN-17 06.52.27.699000000 AM,
LOST/UNREC,lost,1.04E+11,Sprint,16-MAY-17 01.58.35.251000000 PM,
CRCKSCRN,Cracked screen. Cant use it unless receiving calls with headphones,1.07E+11,Sprint,17-APR-17 10.25.36.309000000 PM,
LQDDMG,phone fell in water at beach,1E773EF1220D08D0964E00505687553E,1.05E+11,Sprint,
LOST/UNREC,It fell deep in big trash can at work. construction 7 stories. It's lost and I need my replacement but it's taking forever so now I'm using online And I just payed Bill knowing I had to purchase a lame prepaid Verizon phone. Thanks,1.04E+11,Sprint,18-MAY-17 01.40.51.149000000 AM,
LQDDMG,Fell into washer,1.04E+11,Sprint,08-MAY-17 03.32.23.827000000 AM,
LQDDMG,damage,1.03E+11,Sprint,24-APR-17 10.53.48.475000000 PM,
STOLEN,My phone was stolen.,1E77D4FFA85A0380AC3EE155FF93531E,1.06E+11,Sprint,
MLFUNC,Main problem is phone just shuts off with no warning. Has plenty of charge but no message just power down. Phone can be inside in air conditioning or outside does not matter,1E70C4F6369D0781BEF0005056870405,112341719,Sprint,
LQDDMG,Device only got a little wet but now camera is not working and screen is freaking out,513E5AC565532996E053A339030A05F0,112000000,Sprint,
MLFUNC,phone will not turn on,1E77ECD988A50ED0855E005056873580,1.08E+11,Sprint,
LOST/UNREC,lost it,1.00E+11,Sprint,23-JUN-17 10.51.15.803000000 PM,
LOST/UNREC,my device was lost on the wood while i was hunting somehow it fell out of my pocket,1.02E+11,Sprint,23-JUN-17 10.28.59.890000000 PM,
LOST/UNREC,Went to the drag races and lost phone,112666382,Sprint,23-JUN-17 10.05.04.860000000 PM,
LOST/UNREC,lost mi phone,1.07E+11,Sprint,07-JUN-17 03.01.06.460000000 AM,
LOST/UNREC,"I went to Popeye's chicken mesa around 7:45 pm, while waiting on my order I set the phone down on counter top. I started back home, when realized phone was missing. returned and phone was gone",112032933,Sprint,04-MAY-17 12.16.26.511000000 PM,
LOST/UNREC,my phone got lost in the train.,1.03E+11,Sprint,09-JUN-17 09.47.21.014000000 PM,
LOST/UNREC,my cell phone lost in the gym,1.02E+11,Sprint,07-JUN-17 08.09.01.227000000 PM,
LOST/UNREC,lostphone,1.07E+11,Sprint,10-JUN-17 01.40.30.556000000 AM,
CRCKSCRN,Phone fell of desk while charging.,1.00E+11,Sprint,10-JUN-17 12.47.10.609000000 AM,
CRCKSCRN,Phone got dropped and the touch screen now doesnt work and glitches,1.10E+11,Sprint,16-MAY-17 11.30.36.743000000 AM,
MLFUNC,My phone will not charge properly or will not hold a charge. Sometimes there is a purple line that goes down the middle.,1E776F3916E309A093069355A289BC4E,1.04E+11,Sprint,
STOLEN,stolen,112691582,Sprint,16-FEB-17 05.02.44.000000000 PM,
LQDDMG,Fell out my pocket and into a toilet,1E76725E15690C108185293A0A1379C3,1.09E+11,Sprint,
MLFUNC,"Cellphone will no longer turn on nor charge since last night, June 21, 2017.",1.09E+11,Sprint,23-JUN-17 12.37.34.043000000 AM,
LOST/UNREC,Lost in mall,1.03E+11,Sprint,22-JUN-17 10.35.00.276000000 PM,
LQDDMG,I dropped my phone in the washing machine,1E7C94E48D5E09609238712CDC71876C,1.04E+11,Sprint,
MLFUNC,The touch screen will not work when you touch it,1E77EEABF8FD0150B8E2C5498E360678,1.04E+11,Sprint,
STOLEN,My was Cell Stolen,1E79195FB1B30B7083D1E3A765DEAA1B,1.05E+11,Sprint,
LQDDMG,"phone got extremely hot, wouldn't take charge. Guy at Sprint said it was smoking, and got very hot in just a few minutes of charging.",1E7AA43F5C7000C0A65E8764A70A9DF7,1.07E+11,Sprint,
CRCKSCRN,I have no idea how it happened. I noticed a fine crack on my screen.,1.08E+11,Sprint,18-MAY-17 02.57.54.112000000 AM,
LOST/UNREC,I lost my cell phone in the ice cream shop.,1.07E+11,Sprint,18-MAY-17 07.10.10.186000000 PM,
STOLEN,stolen,1.06E+11,Sprint,22-MAY-17 11.46.17.313000000 PM,
MLFUNC,"When Camera turns on, the device turns off or reboots itself",1E77621CEC1B089093069355A289BC4E,1.10E+11,Sprint,
LQDDMG,device was dropped in water,1E79AEB8B0CE0680AC3D005056873580,1.03E+11,Sprint,
CRCKSCRN,Dropped the phone,1.08E+11,Sprint,16-MAY-17 03.50.20.704000000 AM,
LQDDMG,Liquid,1E79B57F842B01F08A2BEB733C81B880,1.02E+11,Sprint,
CRCKSCRN,Droped phone onto concrete floor,1.04E+11,Sprint,18-MAY-17 01.57.05.508000000 AM,
MLFUNC,"Battery is overheating. Almost too hot to touch. It gets hot for no reasons. Even if the phone is just sitting there getting charged, it will overheat. Or even if it just sitting with no use it will be hot. Opening any apps is incredibly slow. When typing or sending messages, the letters lag on the screen. Everything is just working incredibly slow. Everything lags and sometimes the phone would randomly back me out of apps. Even typing this message is incredibly difficult as it it taking forever",1E774D6F40A20B609022EBD90A7CE8F5,1.01E+11,Sprint,
LQDDMG,the device was in a backpack and was exposed to a water bottle.,1E70C4FBEFB40F21977B005056870405,112000000,Sprint,
MLFUNC,Paid the deductible to get a replacement phone and sprint sends me a refurbished phone which keep over heating screen malfunction. Ive only had this phone a few months,110693015,Sprint,05-MAY-17 03.42.55.329000000 AM,
LOST/UNREC,I lost my phone,112868852,Sprint,07-JUN-17 04.09.51.338000000 AM,
CRCKSCRN,It started buzzing then the screen turned purple. Can't view any information on the phone.,1.06E+11,Sprint,07-JUN-17 02.41.06.751000000 PM,
LQDDMG,exposed to liquid and dropped. the glass screen isn't cracked but there are lines and breaks through out,1E7AAA492C060410A65E8764A70A9DF7,1.05E+11,Sprint,
LOST/UNREC,lost ist,1.06E+11,Sprint,06-JUN-17 04.02.14.852000000 PM,
CRCKSCRN,Phone was dropped and screen cracked and was knocked out of the frame. Unable to enter passcode due to screen cracks and phone is rendered inoperable,1.03E+11,Sprint,16-APR-17 11.46.34.186000000 PM,
MLFUNC,Phone will not hold a charge. Takes a long time to charge. Camera is taking blurry pictures. Touch screen not working properly with swipe to text. No mic button for talk to text.,1.05E+11,Sprint,09-JUN-17 02.28.15.441000000 PM,
CRCKSCRN,I have a otter box case. When got out of the car it slipped out of my hand,1.03E+11,Sprint,18-MAY-17 09.50.31.376000000 PM,
STOLEN,someone picked it up out my house,1E7763F26FC306D09022EBD90A7CE8F5,1.02E+11,Sprint,
LQDDMG,dropped in a pan of water 3 seconds,1E7BBFC6CB050E609ECA3FB8FCCA82D7,1.09E+11,Sprint,
CRCKSCRN,I dropped the phone few times last time I dropped it the screen doesn't want to work now,1.10E+11,Sprint,17-MAY-17 11.25.01.306000000 PM,
MLFUNC,Device doesn't charge when plugged in. It will go from charging to not charing frequently and doesn't change when phone is on. I have to turn phone off and long time to fully charge.,1E77B78B779905209EB865F6B4202010,1.03E+11,Sprint,
CRCKSCRN,"I dropped my phone and the screen broke. There was a purple/black spot in the bottom, left-hand portion of the screen and the bottom half of my touch screen was not working. I restarted my phone and it will not let me get in because I can't put in my password with the keypad. Since then the screen will not fully light up.",1.07E+11,Sprint,16-JUN-17 09.24.49.404000000 PM,
MLFUNC,My phone is freezing between and processes and running slow. The processor is running is slow. My phone is turning itself off and taking forever to turn back on. I can hardly hear the other person when on a call. I have backed up and restored my phone to factory settings as well as updated the profile and PRL and still having issues.,1E779507189A04808AF191945196A36F,1.02E+11,Sprint,
STOLEN,It was stolen,1E77B1C797DF0C908AF191945196A36F,1.00E+11,Sprint,
LQDDMG,phone well in the water but stopped worked than it fell on the concrete and noe won't turn on,1E74AF79EE9F06008CC991FAA6D35BED,1.04E+11,Sprint,
STOLEN,stolen.,1.08E+11,Sprint,08-JUN-17 12.55.53.429000000 AM,
LQDDMG,Not working after water dammage,1E7A25B7CCBE03B0B1B8005056872070,1.00E+11,Sprint,
MLFUNC,"My phone charge outlet is corroded, The phone will not charge.",1.10E+11,Sprint,09-JUN-17 08.52.14.083000000 PM,
CRCKSCRN,Dropped phone it cracked,1.07E+11,Sprint,07-JUN-17 02.06.21.269000000 PM,
